zipcode,total_items,precipitation_rate,water_runoff,snow_depth,temperature,temperature_at_1500m,min_temperature,max_temperature,pressure,wind_gust_speed,total_cloud_cover,dew_point_temperature,relative_humidity,wind_speed,classification_ontime
85711,1085.0,0.0,0.01,0.0,14.42,12.06,9.81,19.75,91648.4,2.7,23.7,-1.69,33.93,2.3571737065896428,Delayed
7755,206.0,0.0,0.0,0.0,8.32,-0.28,5.6,11.73,101805.75,9.26,28.7,-1.53,51.51,6.225798369345433,On time
49088,108.0,0.0,1.37,0.08,-2.86,6.3,-6.47,-0.42,98155.35,12.01,51.7,-4.33,90.2,5.91718273858934,On time
12834,219.0,0.0,1.1,0.14,-3.04,-5.51,-8.74,0.29,100256.2,3.78,90.2,-4.15,92.68,1.7954771887291745,On time
79763,357.0,0.0,0.3,0.0,6.44,3.44,2.52,18.46,91689.77,8.35,100.0,3.07,79.44,6.127369537427991,Delayed
29070,293.0,0.0,1.67,0.0,8.41,3.4,-1.03,16.45,100138.8,10.25,0.0,-0.85,54.12,4.263700413877982,On time
17055,1948.0,0.0,2.02,0.04,1.31,0.11,-1.84,4.66,99858.67,12.98,99.0,0.38,93.76,5.0179364873010055,Delayed
25303,201.0,0.0,1.86,0.01,-0.01,-7.99,-4.25,5.42,99101.8,5.34,73.2,-2.73,83.27,2.528321350469436,Delayed
22039,984.0,0.0,0.4,0.0,4.92,4.03,0.78,10.87,101064.0,3.63,16.2,2.29,84.3,2.027605129587951,Delayed
38701,294.0,0.0,0.21,0.0,5.76,-0.79,2.5,9.76,102549.0,7.64,0.2,0.05,66.85,4.197996441570814,On time
92009,1795.0,0.0,0.59,0.0,12.95,7.08,8.23,17.9,98016.0,2.33,0.0,2.05,51.23,1.9272391467322347,Delayed
38011,141.0,0.0,1.84,0.0,-0.64,-2.7,-3.26,3.24,102093.75,5.94,28.0,-11.52,44.51,3.483231857875768,On time
78109,1028.0,0.0,0.01,0.0,14.54,12.71,12.9,15.99,98961.75,6.45,99.7,11.83,83.7,3.7760058380169736,Delayed
85708,143.0,0.0,0.0,0.0,14.99,11.97,8.82,21.56,91191.5,3.9,0.0,-9.55,18.92,2.862601740242233,On time
6615,369.0,0.0,2.22,0.0,7.54,2.2,4.04,9.11,102584.25,12.14,82.2,3.26,75.08,6.156031882719343,Delayed
66441,986.0,0.0,0.0,0.01,-6.27,-5.64,-8.62,-1.74,98473.65,5.59,1.2,-10.03,77.41,3.6160538955844896,Delayed
2199,183.0,0.0,0.49,0.14,-2.5,-7.11,-6.48,1.27,101710.75,8.78,34.2,-4.52,86.89,3.611018036411544,Delayed
55020,120.0,0.0,0.02,0.24,-17.95,-14.48,-20.62,-14.42,99255.65,2.84,82.2,-20.76,92.11,1.9866658475368069,On time
97239,1952.0,0.0,7.5,0.0,5.06,-2.68,3.29,7.17,99648.57,11.57,97.7,3.02,86.76,2.871909859446036,Delayed
63090,621.0,0.0,1.68,0.0,6.92,3.11,1.11,15.02,100204.5,5.62,71.7,1.97,71.7,3.420950619712716,Delayed
94043,3960.0,0.0,0.83,0.0,14.53,7.78,8.6,21.33,101358.75,2.95,44.5,2.23,44.71,2.0658303065908377,Delayed
94577,2559.0,0.0,0.52,0.0,10.37,0.35,7.16,13.67,101615.75,4.97,39.2,3.82,64.11,2.9153295195160824,Delayed
37034,281.0,0.0,1.31,0.0,8.83,3.89,3.83,14.9,98486.1,16.3,56.2,5.31,78.82,6.8403446740340055,On time
20037,1432.0,0.0,0.44,0.0,-3.01,-7.31,-7.15,-0.8,102137.0,5.43,47.5,-17.98,31.15,2.28004198015983,Delayed
3570,250.0,0.0,0.0,0.06,-9.51,-12.08,-15.23,-6.42,95679.67,4.25,44.5,-14.57,72.17,2.0205913782162783,On time
29102,244.0,0.0,1.75,0.0,6.24,2.05,2.58,11.88,102974.25,2.47,0.0,-2.88,53.71,1.7203558525065614,On time
61571,639.0,0.0,3.25,0.0,3.55,-3.18,0.54,13.18,99091.72,11.35,38.5,-2.29,66.24,6.383092451504961,On time
48043,242.0,0.0,8.96,0.0,-0.42,-6.43,-1.71,1.5,100098.92,11.58,80.0,-4.87,72.17,6.617987734711776,On time
20637,184.0,0.0,0.0,0.0,-1.08,-6.3,-4.65,4.9,102427.5,5.97,83.7,-8.28,60.7,2.66850988728744,On time
55963,161.0,0.0,0.12,0.14,-22.26,-18.03,-24.58,-18.53,99323.15,4.69,26.0,-25.86,90.15,3.006825997358965,On time
84315,184.0,0.0,0.07,0.0,4.14,4.79,2.0,5.93,86434.32,2.85,55.7,-0.03,74.77,2.3304353522348578,On time
94801,669.0,0.0,0.0,0.0,7.17,-3.83,5.51,8.43,100271.5,8.3,82.7,2.73,73.52,5.580079982269341,Delayed
35903,186.0,0.0,3.05,0.0,19.57,12.65,15.31,24.45,100020.7,11.78,40.7,16.78,85.19,4.054389649835265,On time
36022,301.0,0.0,2.44,0.0,12.66,10.57,5.94,20.45,101102.5,2.04,3.0,4.97,61.86,1.5421852528885849,On time
85044,1753.0,0.0,0.0,0.0,17.94,7.59,13.64,21.87,96684.92,3.02,0.0,-3.64,23.35,2.1634549228680564,Delayed
95334,191.0,0.0,0.7,0.0,7.17,-1.11,4.93,11.34,100503.25,6.92,89.0,4.94,85.8,3.609987986019888,On time
48842,931.0,0.0,1.07,0.0,6.12,4.08,-2.51,11.4,97436.77,15.02,99.0,4.79,91.37,6.894129813935572,Delayed
92861,336.0,0.0,1.32,0.0,15.69,2.67,11.88,19.89,100328.25,3.77,0.0,-5.57,23.69,3.103752462665232,On time
55981,159.0,0.0,0.98,0.08,-3.04,-3.0,-8.48,0.14,98173.05,5.19,59.0,-3.83,95.03,2.7204515953874515,On time
18067,486.0,0.0,1.24,0.0,3.81,4.69,1.49,5.33,99837.82,6.53,100.0,3.58,98.35,2.547958812663951,Delayed
2790,555.0,0.0,2.38,0.0,-0.34,-9.12,-4.73,4.76,101186.0,6.21,3.2,-9.42,52.97,3.922660221287805,Delayed
32951,507.0,0.0,0.0,0.0,21.86,13.98,20.51,23.89,102069.5,7.46,71.2,19.54,86.95,4.865298431292552,On time
53227,440.0,0.0,1.64,0.0,5.47,-0.68,0.13,10.97,98713.57,3.46,3.5,-4.17,51.92,2.043578573875857,On time
79106,672.0,0.0,0.0,0.0,10.74,7.81,6.39,15.85,89024.57,8.34,4.7,2.46,59.35,5.834836352268362,Delayed
76692,257.0,0.0,0.0,0.0,12.32,9.27,6.49,16.54,99363.67,7.26,84.0,9.89,85.71,4.354172077497149,On time
1810,1863.0,0.0,5.73,0.0,2.18,-8.33,-0.04,5.45,99610.65,11.45,69.0,-3.53,66.52,5.779675075231495,Delayed
17046,401.0,0.0,2.82,0.0,-0.35,-2.61,-5.73,7.25,98307.85,3.03,45.0,-6.61,66.72,2.0306748791439744,Delayed
93035,1084.0,0.0,0.0,0.0,14.22,2.52,12.44,16.45,101368.0,12.76,38.0,7.7,65.2,11.641916478609266,Delayed
75103,271.0,0.0,1.52,0.0,8.12,4.45,3.86,13.99,100990.25,2.16,13.2,-3.35,44.8,1.7203161284867003,Delayed
42642,171.0,0.0,3.1,0.0,6.53,2.98,2.32,8.6,98095.47,5.46,99.7,5.8,94.96,2.753450510565964,On time
85262,805.0,0.0,0.12,0.0,14.8,13.41,9.12,21.31,90229.12,2.4,13.0,-4.03,27.82,2.018185039423724,Delayed
14072,821.0,0.0,1.74,0.03,-9.75,-21.08,-10.84,-7.12,100371.0,7.42,79.2,-15.17,67.99,4.270374035141296,Delayed
30567,152.0,0.0,1.54,0.0,8.58,-0.39,1.91,15.24,99201.67,7.24,21.5,1.73,64.93,3.2265894340686163,On time
5753,280.0,0.0,0.25,0.24,-2.66,-8.25,-5.08,-0.15,95047.87,6.68,94.7,-3.55,94.28,2.5050279224191923,Delayed
32547,638.0,0.0,1.65,0.0,13.45,9.87,7.4,20.91,102008.25,9.27,0.0,0.04,41.93,4.369103894530573,On time
3254,116.0,0.0,0.56,0.01,-2.5,-9.68,-11.4,4.64,97789.77,12.3,70.0,-7.85,68.87,6.009763149408784,On time
43623,364.0,0.0,0.0,0.22,-4.36,-2.12,-6.23,-2.52,99747.85,5.61,100.0,-4.94,96.9,3.314267723250261,Delayed
19709,2152.0,0.0,1.9,0.0,8.05,6.79,4.68,16.49,103237.0,7.49,69.2,4.36,78.03,3.852977619125172,Delayed
95621,1428.0,0.0,0.37,0.0,9.39,-0.15,5.8,13.54,102526.75,2.26,81.2,3.59,68.21,1.4441886006566746,Delayed
10706,822.0,0.0,0.9,0.02,-3.53,-2.35,-7.2,-0.03,101044.0,9.82,0.0,-7.74,73.5,3.400419488650228,Delayed
19801,1262.0,0.0,1.11,0.01,-2.52,-14.28,-6.75,3.74,102188.0,10.37,47.7,-9.47,60.16,5.617601633737094,Delayed
80247,767.0,0.0,0.0,0.0,3.75,8.15,-0.32,12.52,80906.6,4.92,73.5,-11.46,32.78,3.8209631314738464,Delayed
4930,102.0,0.0,0.44,0.12,-5.11,-8.76,-10.23,-0.38,100362.47,5.0,87.0,-6.77,90.16,2.311857382929083,On time
56093,237.0,0.0,0.04,0.15,-3.92,-5.43,-8.68,-1.31,97836.92,7.5,90.0,-4.89,94.02,4.6280830307592025,On time
21057,193.0,0.0,1.91,0.0,1.34,-8.32,-3.23,7.4,101687.0,7.21,30.0,-4.7,66.68,3.8849571902789313,Delayed
1749,588.0,0.0,0.12,0.0,-7.73,-11.68,-10.52,-4.67,102329.75,3.8,58.5,-17.33,47.85,1.960404685207341,Delayed
55454,126.0,0.0,0.0,0.15,-14.44,-13.15,-17.61,-9.5,99821.85,4.61,22.0,-16.99,89.66,2.450539655947607,On time
93203,141.0,0.0,0.16,0.0,12.83,8.23,7.49,18.45,95741.22,1.98,56.5,3.43,53.44,1.5515309928953025,On time
93313,164.0,0.0,0.07,0.0,14.81,13.46,8.15,21.45,99069.85,2.1,95.0,-2.68,30.79,1.6973518322360155,On time
37408,352.0,0.0,8.71,0.0,13.1,10.55,9.0,16.28,98499.47,9.29,100.0,12.35,95.23,2.875777197874504,On time
32615,647.0,0.0,1.89,0.0,8.84,9.2,4.66,15.65,102606.5,8.15,36.2,0.79,59.46,3.098477392269708,On time
98528,481.0,0.0,3.04,0.0,6.22,-2.8,3.34,10.38,98696.12,3.85,55.7,1.98,75.31,2.081829879868151,Delayed
39157,1587.0,0.0,0.35,0.0,-2.7,-0.41,-6.03,3.56,101635.0,4.33,7.0,-12.03,51.04,2.46773961341814,Delayed
49456,545.0,0.0,2.74,0.0,-1.06,-10.18,-3.31,1.74,99557.4,9.17,63.5,-6.05,68.92,4.858863954933888,Delayed
10467,1991.0,0.0,3.88,0.0,1.19,-5.22,-1.18,4.5,100375.0,10.6,98.5,-7.87,52.59,5.448068327732314,Delayed
12121,153.0,0.0,0.44,0.04,-7.12,-14.61,-9.36,-3.68,100520.5,5.4,27.0,-10.71,78.36,2.4435745312268065,Delayed
2908,770.0,0.0,0.07,0.05,-3.23,-9.51,-6.81,0.66,101093.5,7.23,49.0,-7.66,73.21,2.9529402484141545,Delayed
90069,2171.0,0.0,0.93,0.0,20.66,15.22,17.12,25.42,100716.5,4.52,81.0,1.92,30.52,3.3684591617274218,Delayed
8027,116.0,0.0,5.3,0.0,6.04,6.7,3.85,9.81,101597.75,8.01,100.0,4.28,88.55,3.0728488700495697,On time
17345,175.0,0.0,4.25,0.0,7.04,-1.48,3.28,12.23,100651.25,7.82,20.7,0.32,63.77,3.801874084780008,On time
23702,174.0,0.0,3.55,0.0,5.01,-2.25,3.71,7.13,103625.75,8.64,8.5,-0.01,70.27,6.253885190512212,On time
91208,866.0,0.0,0.81,0.0,16.04,7.27,12.69,19.57,100764.5,2.38,23.7,3.07,43.26,2.115209067765531,Delayed
57032,220.0,0.0,0.0,0.18,-3.61,-6.16,-6.87,-0.61,95967.3,14.3,99.2,-5.22,89.42,8.127632871118099,On time
49506,1172.0,0.0,2.5,0.0,8.31,7.01,1.84,14.4,97857.05,14.11,100.0,7.25,93.04,5.934860324478984,Delayed
48161,590.0,0.0,0.55,0.06,-7.48,-13.91,-9.65,-4.67,99898.65,8.4,100.0,-9.25,89.5,4.728862769967601,Delayed
48202,434.0,0.0,0.88,0.01,-7.85,-18.73,-9.29,-6.64,100500.25,6.62,71.5,-16.0,53.74,3.866738589807776,Delayed
50316,155.0,0.0,0.0,0.0,6.3,5.12,-0.31,12.75,98177.85,7.38,69.5,0.35,66.67,4.161133740898647,On time
97070,713.0,0.0,5.41,0.0,8.56,10.5,5.85,12.15,101020.25,1.22,72.0,4.41,75.24,0.9696617071525768,Delayed
90301,340.0,0.0,1.13,0.0,15.07,5.22,10.6,19.7,100742.25,3.0,0.0,-2.27,31.76,2.4329013958039343,Delayed
10997,178.0,0.0,3.15,0.0,3.11,1.87,-0.74,10.8,101676.25,4.34,49.0,0.91,85.48,1.8105492120634847,On time
50265,810.0,0.0,0.02,0.0,2.88,-6.03,-3.7,10.1,99028.95,12.94,63.7,-6.98,49.33,7.730324404678206,On time
43140,542.0,0.0,0.49,0.0,10.9,8.38,8.33,13.56,97281.17,13.92,96.2,9.91,93.72,5.65102365958483,Delayed
15228,626.0,0.0,1.63,0.01,2.06,3.21,0.61,2.94,98327.4,5.78,100.0,1.91,99.0,1.8944626777233269,On time
38462,210.0,0.0,1.32,0.0,-5.44,-6.83,-9.53,-0.52,99813.92,2.08,11.2,-18.39,37.19,1.4576126220924936,Delayed
8629,167.0,0.0,5.18,0.01,0.58,-9.62,-2.3,4.96,100249.0,11.41,43.0,-7.11,57.27,5.418511950511613,On time
77801,490.0,0.0,2.68,0.0,20.33,14.0,17.08,23.13,100073.5,12.42,99.7,17.32,83.58,5.334028220688452,Delayed
92111,1885.0,0.0,0.75,0.0,13.45,8.43,9.92,16.1,98161.5,1.31,99.5,9.03,75.21,0.8882927835203461,Delayed
75409,1415.0,0.0,0.09,0.0,-0.06,1.99,-4.25,5.14,100149.27,2.65,30.7,-10.33,47.34,2.2740335385612456,Delayed
8831,2290.0,0.0,1.55,0.03,-1.25,-1.38,-3.72,2.71,102009.0,5.9,21.2,-3.27,86.46,2.378180904085198,Delayed
53566,395.0,0.0,0.65,0.08,-2.39,-1.94,-5.59,0.52,97978.62,7.59,83.0,-3.61,91.81,4.40048138370874,Delayed
4730,280.0,0.0,0.44,0.13,-11.61,-16.33,-19.09,-2.17,99010.35,10.79,73.0,-15.42,79.19,4.869357092525411,On time
33472,715.0,0.0,0.0,0.0,23.08,12.4,18.67,26.06,101232.75,9.39,59.0,16.87,68.25,7.089669226366624,Delayed
14589,161.0,0.0,0.52,0.03,0.99,2.17,-9.84,13.34,99239.15,12.06,100.0,-0.32,92.44,6.76064626923896,On time
19958,862.0,0.0,0.0,0.0,12.6,10.96,10.41,14.33,101807.75,7.84,67.5,11.69,94.29,5.51960024075255,On time
3226,109.0,0.0,0.12,0.06,-5.69,-10.07,-10.21,-3.34,99612.27,2.64,87.5,-7.18,90.57,1.3439353971881216,On time
15317,1871.0,0.0,1.99,0.0,-0.87,-7.12,-4.66,2.95,98585.92,6.16,89.7,-4.7,76.0,2.6513372351998825,Delayed
7020,1063.0,0.0,2.06,0.0,2.3,-6.57,0.05,5.31,101080.0,5.17,94.2,-3.47,66.4,2.652514559833374,On time
25064,216.0,0.0,5.67,0.0,16.02,11.65,13.06,21.77,99181.12,7.39,82.7,14.11,88.81,2.634587748719044,On time
53818,353.0,0.0,0.12,0.05,-19.56,-15.82,-22.19,-15.97,100480.0,8.52,62.2,-22.98,89.17,4.777445358210397,On time
78108,1798.0,0.0,0.69,0.0,16.86,11.88,12.16,22.75,100314.0,7.84,0.0,11.36,71.11,3.9217811800941447,Delayed
25510,125.0,0.0,2.0,0.01,-5.46,-14.33,-7.12,1.22,100091.6,4.89,49.5,-11.97,61.86,2.4658887465892483,On time
85388,1266.0,0.0,0.0,0.0,23.95,17.38,16.25,30.35,96499.97,2.49,19.0,-2.36,18.51,2.0860851558030524,Delayed
98672,121.0,0.0,1.15,0.12,-2.36,-4.66,-7.04,2.21,91415.72,2.79,45.0,-4.01,89.61,1.9886992390141591,On time
92091,124.0,0.0,0.61,0.0,21.01,17.48,16.03,27.71,98290.87,7.92,3.2,-3.87,19.03,5.163227474729967,On time
35806,277.0,0.0,5.22,0.0,14.08,7.45,11.45,19.74,98658.92,4.63,100.0,6.45,60.94,2.2988943971945903,On time
44212,1139.0,0.0,0.98,0.07,-0.64,0.76,-2.7,1.02,98079.07,3.58,100.0,-0.79,99.0,2.530802897748053,Delayed
77505,802.0,0.0,4.24,0.0,21.96,15.9,20.42,23.99,101083.5,10.49,85.2,19.92,88.66,5.849316518041972,Delayed
14085,274.0,0.0,2.2,0.03,3.07,3.03,-1.22,5.39,97905.47,14.14,35.0,1.87,91.88,5.299777839086926,On time
55076,597.0,0.0,0.84,0.15,-0.25,-1.53,-3.11,2.0,97348.92,12.86,41.5,-2.21,87.03,4.320995975713524,Delayed
37086,716.0,0.0,5.84,0.0,7.3,1.99,2.46,11.05,98580.37,10.84,100.0,5.59,89.03,4.948684830154958,Delayed
7310,1521.0,0.0,0.0,0.0,3.89,-8.72,1.34,5.79,102184.0,6.99,29.7,-3.27,60.18,5.1267332867007385,Delayed
92243,1068.0,0.0,0.0,0.0,16.16,4.1,9.82,21.86,101765.25,5.59,0.0,-4.23,31.22,4.124140542658519,Delayed
7747,1343.0,0.0,0.0,0.0,8.48,-0.43,6.74,10.98,102016.5,6.55,25.2,0.32,58.57,4.880782506990506,Delayed
1719,323.0,0.0,2.16,0.01,-3.2,-9.24,-6.6,0.46,100403.75,4.03,63.2,-7.62,72.47,2.1812170613171817,On time
1569,385.0,0.0,3.18,0.03,0.11,-8.05,-2.32,3.75,98941.85,12.2,60.2,-3.05,79.57,5.152473358382983,Delayed
93455,1107.0,0.0,0.46,0.0,8.62,-1.16,4.38,13.44,100550.75,10.59,0.0,-5.37,38.06,6.187067884313268,Delayed
45377,621.0,0.0,1.24,0.0,6.04,6.6,-0.03,9.35,98227.07,12.29,99.5,4.5,90.38,5.466448989912927,On time
26170,180.0,0.0,2.18,0.07,-2.79,2.07,-7.07,1.64,98656.55,10.63,36.5,-5.05,85.62,3.1910529033673685,On time
33558,821.0,0.0,1.17,0.0,24.68,13.9,21.48,28.92,101923.5,5.8,1.2,17.66,66.14,3.721771897793518,Delayed
90274,2401.0,0.0,1.3,0.0,20.0,14.75,17.13,23.86,99965.95,2.13,14.5,1.33,31.17,1.7437505501590218,Delayed
49646,382.0,0.0,0.0,0.1,-7.93,-9.61,-12.02,-6.2,98051.2,11.43,62.5,-11.59,77.96,4.741335562233785,Delayed
72012,157.0,0.0,20.67,0.0,10.68,4.42,5.72,16.71,100762.75,1.55,10.0,3.26,61.54,1.1301086708684818,On time
33178,2713.0,0.0,0.12,0.0,19.79,9.71,17.26,22.77,102168.5,8.9,54.0,14.17,70.52,5.433775185749985,Delayed
85003,418.0,0.0,0.0,0.0,24.46,14.78,19.36,28.3,96833.52,2.28,38.0,-3.45,16.01,1.541327434014217,On time
46342,636.0,0.0,1.13,0.43,-6.78,-5.16,-13.2,-3.45,99514.5,4.36,93.2,-8.2,92.27,2.882392949333428,Delayed
13642,474.0,0.0,2.25,0.0,6.04,4.16,2.44,8.18,99777.9,7.37,100.0,4.91,92.21,2.8160257380169647,Delayed
30750,144.0,0.0,16.39,0.0,4.87,5.39,-0.13,12.5,98488.92,8.32,0.0,-3.46,57.71,2.866558656103249,On time
4042,129.0,0.0,6.35,0.04,-0.52,-5.11,-4.14,3.26,101902.25,5.05,89.7,-2.65,86.18,2.6441308834827733,On time
39350,422.0,0.0,4.99,0.0,19.44,13.52,17.97,21.26,99562.65,9.02,100.0,17.8,90.28,3.5221554021874666,On time
89447,491.0,0.0,0.36,0.03,-1.85,-1.57,-4.77,1.19,85712.75,1.0,7.7,-8.24,62.3,0.9240549804599868,Delayed
92835,1384.0,0.0,0.84,0.0,21.87,14.47,18.54,26.04,100015.27,1.88,24.7,-3.27,18.47,1.6502853486552664,On time
37377,655.0,0.0,3.11,0.0,14.21,10.43,10.92,18.06,96281.35,7.26,85.5,12.61,90.74,2.8518631937811127,Delayed
6901,625.0,0.0,0.0,0.0,-1.13,-9.5,-2.79,4.79,101547.0,11.58,21.0,-9.08,55.68,7.4274185260867585,Delayed
45215,1094.0,0.0,0.67,0.0,13.33,8.45,11.51,15.49,98493.97,13.19,90.2,12.06,92.05,4.358260844065538,Delayed
54165,244.0,0.0,5.65,0.0,0.48,-7.35,-1.96,5.55,97126.52,17.25,73.2,-3.34,75.79,9.92471222810278,On time
45420,888.0,0.0,0.5,0.01,4.79,6.52,-0.74,7.85,98393.62,11.09,97.5,4.48,97.69,4.237408702107044,Delayed
84601,2042.0,0.0,0.0,0.0,-2.28,0.18,-5.59,0.63,81204.8,3.19,23.2,-5.41,79.67,2.604951473035844,Delayed
54806,565.0,0.0,0.0,0.19,-12.57,-2.46,-18.76,-7.7,98954.37,14.13,2.7,-16.66,77.66,5.953638347842038,Delayed
84664,534.0,0.0,0.0,0.0,2.35,5.61,-0.25,6.16,81028.4,2.13,62.7,-4.71,60.61,1.7376599556564043,Delayed
17111,666.0,0.0,2.75,0.03,0.6,-2.57,-3.46,6.47,100342.35,2.0,24.7,-1.62,86.03,1.2967750724918692,Delayed
24065,128.0,0.0,0.92,0.0,-0.65,-5.67,-5.23,4.74,97223.07,4.67,94.5,-6.15,66.95,2.232580651434088,Delayed
70075,143.0,0.0,0.0,0.0,19.97,12.45,17.41,22.59,102107.0,7.55,43.0,16.65,81.77,5.539199125302213,On time
13165,180.0,0.0,0.52,0.03,0.99,2.17,-9.84,13.34,99239.15,12.06,100.0,-0.32,92.44,6.76064626923896,On time
80303,1275.0,0.0,0.0,0.0,1.06,2.09,-4.74,8.52,84496.97,3.72,7.5,-8.53,50.59,2.9296491127125206,Delayed
91765,1417.0,0.0,1.12,0.0,14.44,2.4,11.0,17.67,100688.0,2.44,47.0,1.93,43.35,2.387826117867601,Delayed
60654,4172.0,0.0,0.0,0.0,2.95,2.7,1.98,5.34,99020.25,4.92,84.0,2.37,95.98,4.280484584425912,Delayed
39120,387.0,0.0,0.46,0.0,8.38,5.87,4.54,14.13,102251.0,2.94,35.7,0.97,60.6,2.0877077096340333,Delayed
73114,205.0,0.0,0.65,0.0,14.62,10.52,11.51,16.63,96886.57,16.11,70.5,11.18,79.88,9.559867909475884,On time
54701,1356.0,0.0,0.01,0.23,-8.95,-8.23,-18.95,-4.29,99708.55,6.71,70.2,-11.06,89.11,3.1580059289367086,Delayed
24382,251.0,0.0,0.25,0.0,-0.4,-2.15,-4.62,5.74,94052.6,6.62,0.5,-7.43,61.21,2.8844243612612472,On time
78233,1087.0,0.0,0.01,0.0,15.17,9.62,12.7,17.47,99204.12,5.31,95.0,14.59,96.56,2.0794144860785777,Delayed
21214,830.0,0.0,12.74,0.0,0.22,0.88,-2.16,1.84,102086.75,6.26,61.2,-4.79,70.41,2.7093115694864505,Delayed
52544,130.0,0.0,1.44,0.0,6.92,1.16,-1.35,11.95,98282.37,11.37,38.2,-0.66,59.16,6.09978044774791,On time
7746,501.0,0.0,3.38,0.0,10.02,-0.45,3.83,14.97,101441.25,9.11,34.0,-5.73,35.28,4.509864107015078,On time
11552,1375.0,0.0,0.0,0.0,8.24,8.71,6.85,9.45,101303.75,4.41,99.5,7.97,98.43,3.8479981335836486,Delayed
6370,260.0,0.0,2.0,0.01,12.85,10.72,7.66,13.49,100330.62,17.98,100.0,12.26,96.14,6.974578980972787,On time
10528,105.0,0.0,0.0,0.0,-4.83,-9.1,-6.93,-2.4,102710.75,6.57,17.5,-13.82,50.51,4.688784653164312,On time
34714,966.0,0.0,2.14,0.0,20.98,12.98,18.66,24.82,102354.5,4.76,33.7,17.45,80.8,3.114968933619168,Delayed
72543,331.0,0.0,2.8,0.0,3.91,0.52,-0.49,10.84,99977.95,5.46,9.5,-2.9,62.7,2.107752093966376,On time
78257,338.0,0.0,0.26,0.0,20.38,14.65,16.02,25.42,98547.37,9.56,70.5,17.43,84.15,4.4390692907471765,On time
85303,708.0,0.0,0.0,0.0,20.18,13.23,15.26,24.45,97105.22,1.87,88.7,-13.49,9.33,1.5944741708371482,Delayed
41073,146.0,0.0,2.55,0.0,2.47,-0.06,-0.67,7.35,98758.77,12.16,99.0,-5.69,56.53,5.8609075856389365,On time
49412,263.0,0.0,0.2,0.01,-5.28,-14.08,-6.81,-4.21,99727.95,5.81,82.0,-12.38,58.33,3.618105450062449,On time
34211,748.0,0.0,0.8,0.0,8.85,6.17,2.91,14.28,102706.5,6.79,18.7,-1.49,49.68,4.270968719447591,Delayed
39567,134.0,0.0,0.04,0.0,20.53,14.83,17.08,26.48,101679.5,3.51,64.2,17.55,84.56,2.034948118453423,On time
90712,1383.0,0.0,1.08,0.0,12.93,0.42,9.78,16.39,100386.0,3.17,7.2,2.64,50.05,2.6110523503936305,Delayed
54665,249.0,0.0,0.6,0.02,2.29,3.37,0.33,3.29,96804.8,8.29,99.0,2.0,97.99,3.504449075880967,Delayed
34473,268.0,0.0,2.18,0.0,20.98,12.34,16.32,25.95,102062.5,6.49,100.0,17.46,81.81,3.0909684616803643,Delayed
48094,1045.0,0.0,1.49,0.05,0.94,3.39,-2.89,2.82,99324.82,10.29,98.7,0.43,96.39,3.568336934601345,Delayed
12567,178.0,0.0,0.03,0.08,-11.74,-16.46,-16.68,-7.34,97196.52,10.18,80.5,-15.3,80.47,4.510617423317312,Delayed
18447,200.0,0.0,0.76,0.09,-7.22,-11.97,-12.97,-2.51,97196.27,7.39,76.0,-9.53,86.6,2.74861051056848,On time
43906,221.0,0.0,2.7,0.01,-2.35,-9.18,-5.33,1.56,97247.8,8.64,80.5,-5.1,82.42,3.9041358627044938,Delayed
61350,617.0,0.0,0.32,0.14,-4.78,-6.65,-11.3,-2.47,100087.87,4.36,96.2,-5.6,95.09,2.537737761846815,Delayed
38571,299.0,0.0,4.99,0.0,5.07,4.84,-0.02,11.51,96066.47,5.34,29.7,2.01,82.46,2.600697629892625,On time
2382,364.0,0.0,2.48,0.0,7.57,5.16,4.57,13.26,101777.5,6.92,95.5,4.78,83.29,2.5817148884791834,On time
32640,114.0,0.0,1.27,0.0,10.14,6.82,5.92,14.74,101873.0,7.29,6.5,3.07,62.45,3.339329050878224,On time
78730,457.0,0.0,0.04,0.0,13.18,11.37,11.06,19.39,98488.12,2.63,48.2,1.87,47.79,1.838280045273355,On time
11716,581.0,0.0,1.52,0.0,0.64,-4.3,-0.75,1.71,101510.75,8.11,10.2,-4.6,68.27,5.225842998363147,Delayed
17007,224.0,0.0,1.44,0.0,14.34,8.93,8.96,17.85,99114.57,7.11,93.0,12.47,89.23,3.0961681145287328,On time
97405,2451.0,0.0,1.11,0.0,6.98,1.55,3.87,11.76,100212.42,1.63,59.2,5.06,87.86,1.183709452131512,Delayed
12305,102.0,0.0,0.33,0.08,-12.25,-14.4,-14.25,-8.94,100474.0,2.9,79.5,-16.42,77.01,1.539110165850584,On time
19333,320.0,0.0,2.41,0.0,-2.78,-9.2,-4.12,2.42,100740.97,11.18,25.2,-10.33,56.71,5.59123037311733,Delayed
19901,980.0,0.0,3.62,0.0,7.52,-0.37,3.21,13.03,102689.5,5.04,2.7,-1.31,54.83,2.6872138127856755,Delayed
32024,450.0,0.0,0.69,0.0,21.74,14.28,17.63,25.86,100296.25,10.51,86.5,18.81,84.64,4.686342382300047,On time
32259,2994.0,0.0,1.3,0.0,22.63,13.3,18.13,29.73,101246.25,11.48,37.0,14.12,62.72,4.438134993846731,Delayed
25550,167.0,0.0,1.94,0.0,10.85,7.0,4.72,13.31,99505.57,10.84,100.0,10.05,94.88,3.4124994452671213,On time
